project,versionId,versionIndex,versionDate,AbstractnessMetric,ChangeHasOccurred,ComponentType,FanIn,FanOut,InstabilityMetric,IsNested,LinesOfCode,NumberOfChildren,PageRank,TotalAmountOfChanges,constructType,filePathReal,filePathRelative,name,simpleName,vertexId,vertexLabel
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,28,0,4.132743475161632E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/print/CustomPaper.java,src/main/java/com/pump/print/CustomPaper.java,com.pump.print.CustomPaper,CustomPaper,4219,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,3,2,0.0,false,23,0,9.247992141469498E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/AreaXOperation.java,src/main/java/com/pump/geom/AreaXOperation.java,com.pump.geom.AreaXOperation,AreaXOperation,2172,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,4,3,0.0,false,91,0,0.0011969837175798477,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/data/operator/AbstractCompoundOperator.java,src/main/java/com/pump/data/operator/AbstractCompoundOperator.java,com.pump.data.operator.AbstractCompoundOperator,AbstractCompoundOperator,127,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,7,0.0,false,64,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/transition/FunkyWipeTransition2D.java,src/main/java/com/pump/image/transition/FunkyWipeTransition2D.java,com.pump.image.transition.FunkyWipeTransition2D,FunkyWipeTransition2D,6272,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ANNOTATION,35,0,0.0,false,7,0,0.007813642564222177,0,ANNOTATION,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/blog/ResourceSample.java,src/main/java/com/pump/blog/ResourceSample.java,com.pump.blog.ResourceSample,ResourceSample,4228,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,0,0.0,false,25,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/PeekableIterator.java,src/main/java/com/pump/util/PeekableIterator.java,com.pump.util.PeekableIterator,PeekableIterator,8328,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,3,1,0.0,false,162,0,6.396768248159283E-4,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/plaf/NavigationPanelUI.java,src/main/java/com/pump/plaf/NavigationPanelUI.java,com.pump.plaf.NavigationPanelUI,NavigationPanelUI,4239,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,16,0,0.0,false,31,0,0.006137917711413793,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/pixel/converter/IndexColorModelLUT.java,src/main/java/com/pump/image/pixel/converter/IndexColorModelLUT.java,com.pump.image.pixel.converter.IndexColorModelLUT,IndexColorModelLUT,12431,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,3,0.0,false,37,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/transition/CollapseTransition2D.java,src/main/java/com/pump/image/transition/CollapseTransition2D.java,com.pump.image.transition.CollapseTransition2D,CollapseTransition2D,6290,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,3,5,0.0,false,91,0,6.859076875407262E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/data/operator/In.java,src/main/java/com/pump/data/operator/In.java,com.pump.data.operator.In,In,148,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,323,0,8.447015719550966E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/MutablePath.java,src/main/java/com/pump/geom/MutablePath.java,com.pump.geom.MutablePathSegment,MutablePathSegment,2196,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,0,0,0.0,false,21,0,3.557238228116862E-4,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/FilteredIterator.java,src/main/java/com/pump/util/FilteredIterator.java,com.pump.util.FilteredIterator,FilteredIterator,8340,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,3,0.0,false,70,0,4.132743475161632E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/awt/DemoPaintable.java,src/main/java/com/pump/awt/DemoPaintable.java,com.pump.awt.DemoPaintable,DemoPaintable,4248,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,15,0,0.0,false,1714,0,0.0033548865355660902,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/pixel/converter/ConverterUtils.java,src/main/java/com/pump/image/pixel/converter/ConverterUtils.java,com.pump.image.pixel.converter.ConverterUtils,ConverterUtils,12440,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,6,3,0.0,false,52,0,9.058601333759781E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/data/operator/EqualTo.java,src/main/java/com/pump/data/operator/EqualTo.java,com.pump.data.operator.EqualTo,EqualTo,156,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,96,0,0.007492920424132522,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/SerializedPathIterator.java,src/main/java/com/pump/geom/SerializedPathIterator.java,com.pump.geom.SerializedPathIterator,SerializedPathIterator,2205,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,3,0.0,false,78,0,4.132743475161632E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/plaf/CompactNavigationPanelUI.java,src/main/java/com/pump/plaf/CompactNavigationPanelUI.java,com.pump.plaf.CompactNavigationPanelUI,CompactNavigationPanelUI,4256,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,10,0,4.389655847750968E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/animation/quicktime/atom/GraphicsModeConstants.java,src/main/java/com/pump/animation/quicktime/atom/GraphicsModeConstants.java,com.pump.animation.quicktime.atom.GraphicsModeConstants,GraphicsModeConstants,10400,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,28,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/util/WeakValueMapTest.java,src/test/java/com/pump/util/WeakValueMapTest.java,com.pump.util.WeakValueMapTest,WeakValueMapTest,8353,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,3,3,0.0,false,14,0,7.475230780448884E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/AreaXRules.java,src/main/java/com/pump/geom/AreaXRules.java,com.pump.geom.AreaXRules,AreaXRules,2214,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,236,0,0.0013108237760088666,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/reflect/Reflection.java,src/main/java/com/pump/reflect/Reflection.java,com.pump.reflect.Reflection,Reflection,6311,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,5,5,0.0,false,67,0,7.892035483371969E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/data/operator/Not.java,src/main/java/com/pump/data/operator/Not.java,com.pump.data.operator.Not,Not,171,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,4,4,0.0,false,226,0,0.004000615270307491,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/area/CrossingsX.java,src/main/java/com/pump/geom/area/CrossingsX.java,com.pump.geom.area.CrossingsX,CrossingsX,2222,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,36,0,4.2223012591788875E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/BufferedPipe.java,src/main/java/com/pump/util/BufferedPipe.java,com.pump.util.BufferedPipe,BufferedPipe,8366,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,16,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/data/encoder/ValueEncoderTest.java,src/test/java/com/pump/data/encoder/ValueEncoderTest.java,com.pump.data.encoder.ValueEncoderTest,ValueEncoderTest,4276,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,13,7,0.0,false,520,0,0.011687746369142382,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/area/CurveX.java,src/main/java/com/pump/geom/area/CurveX.java,com.pump.geom.area.CurveX,CurveX,2231,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,67,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/io/CsvParser.java,src/main/java/com/pump/io/CsvParser.java,com.pump.io.CsvParser,CsvParser,6327,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,20,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/IntegerProperty.java,src/main/java/com/pump/util/IntegerProperty.java,com.pump.util.IntegerProperty,IntegerProperty,8378,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,10,0.0,false,255,0,6.375703345129251E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/data/operator/CanonicalSimplifier.java,src/main/java/com/pump/data/operator/CanonicalSimplifier.java,com.pump.data.operator.CanonicalSimplifier,CanonicalSimplifier,189,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,7,12,0.0,false,476,0,0.0035944047533908417,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/area/AreaXBody.java,src/main/java/com/pump/geom/area/AreaXBody.java,com.pump.geom.area.AreaXBody,AreaXBody,2239,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,2,0.0,false,17,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/io/IndentedPrintStreamTest.java,src/test/java/com/pump/io/IndentedPrintStreamTest.java,com.pump.io.IndentedPrintStreamTest,IndentedPrintStreamTest,6337,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,6,1,0.0,false,17,0,0.0012255980557188165,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/animation/quicktime/atom/SampleDescriptionEntry.java,src/main/java/com/pump/animation/quicktime/atom/SampleDescriptionEntry.java,com.pump.animation.quicktime.atom.SampleDescriptionEntry,SampleDescriptionEntry,10433,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,1,1,0.0,false,27,0,4.5478668154003274E-4,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/list/AbstractListFilter.java,src/main/java/com/pump/util/list/AbstractListFilter.java,com.pump.util.list.AbstractListFilter,AbstractListFilter,4293,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,2,0.0,false,43,0,6.917885747076189E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/data/operator/ConstantOperator.java,src/main/java/com/pump/data/operator/ConstantOperator.java,com.pump.data.operator.ConstantOperator,ConstantOperator,198,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,0,0.0,false,23,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/RandomIterator.java,src/main/java/com/pump/util/RandomIterator.java,com.pump.util.RandomIterator,RandomIterator,8390,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,102,0,5.069452332944214E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/io/IndentedPrintStream.java,src/main/java/com/pump/io/IndentedPrintStream.java,com.pump.io.IndentedPrintStream,IndentedPrintStream,6344,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,64,0,7.889267245166086E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/SimplifiedPathIterator.java,src/main/java/com/pump/geom/SimplifiedPathIterator.java,com.pump.geom.SimplifiedPathIterator,SimplifiedPathIterator,2250,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,INTERFACE,2,0,0.0,false,6,0,0.0010813339827494457,0,INTERFACE,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/list/ListFilter.java,src/main/java/com/pump/util/list/ListFilter.java,com.pump.util.list.ListFilter,ListFilter,4299,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,52,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/util/PointIteratorTest.java,src/test/java/com/pump/util/PointIteratorTest.java,com.pump.util.PointIteratorTest,PointIteratorTest,8399,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,114,0,4.56538096466843E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/CurvedPolyline.java,src/main/java/com/pump/geom/CurvedPolyline.java,com.pump.geom.CurvedPolyline,CurvedPolyline,2259,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,5,0.0,false,197,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/io/DirectoryCopyTask.java,src/main/java/com/pump/io/DirectoryCopyTask.java,com.pump.io.DirectoryCopyTask,DirectoryCopyTask,6355,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,177,0,7.123848839718503E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/math/Range.java,src/main/java/com/pump/math/Range.java,com.pump.math.Range,Range,213,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,41,0,6.581666437771565E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/PointIterator.java,src/main/java/com/pump/util/PointIterator.java,com.pump.util.PointIterator,PointIterator,8405,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,6,0,0.0,false,8,0,0.00507146870956505,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/list/ListEvent.java,src/main/java/com/pump/util/list/ListEvent.java,com.pump.util.list.ListEvent,ListEvent,4312,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,20,1,0.0,false,68,0,0.0022180282566951898,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/TransformUtils.java,src/main/java/com/pump/geom/TransformUtils.java,com.pump.geom.TransformUtils,TransformUtils,2271,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,5,1,0.0,false,18,0,0.0012665380387105263,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/list/ReplaceElementsEvent.java,src/main/java/com/pump/util/list/ReplaceElementsEvent.java,com.pump.util.list.ReplaceElementsEvent,ReplaceElementsEvent,4321,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,4,3,0.0,false,46,0,5.07357036635958E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/data/operator/GreaterThan.java,src/main/java/com/pump/data/operator/GreaterThan.java,com.pump.data.operator.GreaterThan,GreaterThan,227,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,INTERFACE,1,0,0.0,false,3,0,5.245383261844238E-4,0,INTERFACE,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/Storage.java,src/main/java/com/pump/util/Storage.java,com.pump.util.Storage,Storage,8419,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,4,0,0.0,false,98,0,0.0012706424776966728,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/io/SuffixFilenameFilter.java,src/main/java/com/pump/io/SuffixFilenameFilter.java,com.pump.io.SuffixFilenameFilter,SuffixFilenameFilter,6373,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,11,2,0.0,false,62,0,0.002157252602331624,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/GeneralPathWriter.java,src/main/java/com/pump/geom/GeneralPathWriter.java,com.pump.geom.GeneralPathWriter,GeneralPathWriter,2281,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,5,0.0,false,5,0,3.858680300066346E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/list/ListAdapter.java,src/main/java/com/pump/util/list/ListAdapter.java,com.pump.util.list.ListAdapter,ListAdapter,4333,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,16,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/util/FloatPropertyTest.java,src/test/java/com/pump/util/FloatPropertyTest.java,com.pump.util.FloatPropertyTest,FloatPropertyTest,8431,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,3,0.0,false,33,0,4.443438841856958E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/animation/quicktime/atom/UnknownSampleDescriptionEntry.java,src/main/java/com/pump/animation/quicktime/atom/UnknownSampleDescriptionEntry.java,com.pump.animation.quicktime.atom.UnknownSampleDescriptionEntry,UnknownSampleDescriptionEntry,10479,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,5,1,0.0,false,18,0,0.0012665380387105263,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/list/ChangeElementEvent.java,src/main/java/com/pump/util/list/ChangeElementEvent.java,com.pump.util.list.ChangeElementEvent,ChangeElementEvent,4340,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,20,1,0.0,false,20,0,0.0037014429672703525,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/io/GuardedOutputStream.java,src/main/java/com/pump/io/GuardedOutputStream.java,com.pump.io.GuardedOutputStream,GuardedOutputStream,6388,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,8,0.0,false,262,0,4.061309596392646E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/RelationshipTest.java,src/main/java/com/pump/geom/RelationshipTest.java,com.pump.geom.RelationshipTest,RelationshipTest,2293,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,20,0,6.581666437771565E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/FloatProperty.java,src/main/java/com/pump/util/FloatProperty.java,com.pump.util.FloatProperty,FloatProperty,8437,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,6,1,0.0,false,16,0,0.0012966822459054748,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/list/AddElementsEvent.java,src/main/java/com/pump/util/list/AddElementsEvent.java,com.pump.util.list.AddElementsEvent,AddElementsEvent,4348,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,0,0.0,false,16,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/CompoundKey.java,src/main/java/com/pump/util/CompoundKey.java,com.pump.util.CompoundKey,CompoundKey,8448,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,5,1,0.0,false,22,0,0.0012665380387105263,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/list/RemoveElementsEvent.java,src/main/java/com/pump/util/list/RemoveElementsEvent.java,com.pump.util.list.RemoveElementsEvent,RemoveElementsEvent,4356,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,375,0,9.266583287756596E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/io/HTMLEncoding.java,src/main/java/com/pump/io/HTMLEncoding.java,com.pump.io.HTMLEncoding,HTMLEncoding,6405,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,4,2,0.0,false,102,0,6.670224078030838E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/animation/quicktime/atom/VideoSampleDescriptionEntry.java,src/main/java/com/pump/animation/quicktime/atom/VideoSampleDescriptionEntry.java,com.pump.animation.quicktime.atom.VideoSampleDescriptionEntry,VideoSampleDescriptionEntry,10502,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,8,0,4.293302813564483E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/NullPathWriter.java,src/main/java/com/pump/geom/NullPathWriter.java,com.pump.geom.NullPathWriter,NullPathWriter,2312,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,14,0.0,false,133,0,3.809273912254754E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/data/operator/OperatorParser.java,src/main/java/com/pump/data/operator/OperatorParser.java,com.pump.data.operator.OperatorParser,OperatorParser,266,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,INTERFACE,5,4,0.0,false,5,0,0.0012111336290831303,0,INTERFACE,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/list/ListListener.java,src/main/java/com/pump/util/list/ListListener.java,com.pump.util.list.ListListener,ListListener,4364,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,242,0,4.3133452805305377E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/ObservableSet.java,src/main/java/com/pump/util/ObservableSet.java,com.pump.util.ObservableSet,ObservableSet,8463,unit
