project,versionId,versionIndex,versionDate,AbstractnessMetric,ChangeHasOccurred,ComponentType,FanIn,FanOut,InstabilityMetric,IsNested,LinesOfCode,NumberOfChildren,PageRank,TotalAmountOfChanges,constructType,filePathReal,filePathRelative,name,simpleName,vertexId,vertexLabel
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,6,4,0.0,false,496,0,0.0015813448539034561,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/JColorPicker.java,src/main/java/com/pump/swing/JColorPicker.java,com.pump.swing.JColorPicker,JColorPicker,8966,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,INTERFACE,10,0,0.0,false,2,0,0.0016138026137472112,0,INTERFACE,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/Receiver.java,src/main/java/com/pump/util/Receiver.java,com.pump.util.Receiver,Receiver,780,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,22,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/icon/TileIcon.java,src/main/java/com/pump/icon/TileIcon.java,com.pump.icon.TileIcon,TileIcon,11020,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,13,0,4.73398583101678E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/ImageTransferable.java,src/main/java/com/pump/swing/ImageTransferable.java,com.pump.swing.ImageTransferable,ImageTransferable,8975,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,96,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/awt/ClickSensitivityControl.java,src/main/java/com/pump/awt/ClickSensitivityControl.java,com.pump.awt.ClickSensitivityControl,ClickSensitivityControl,4880,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,11,0,5.350989376524025E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/desktop/MacMoveToTrashOperation.java,src/main/java/com/pump/desktop/MacMoveToTrashOperation.java,com.pump.desktop.MacMoveToTrashOperation,MacMoveToTrashOperation,6930,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,4,2,0.0,false,36,0,6.865226526647323E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/BasicReceiver.java,src/main/java/com/pump/util/BasicReceiver.java,com.pump.util.BasicReceiver,BasicReceiver,789,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,27,0,7.257158560922859E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/util/Warnings.java,src/main/java/com/pump/util/Warnings.java,com.pump.util.Warnings,Warnings,4886,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,3,0.0,false,47,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/icon/StarIcon.java,src/main/java/com/pump/icon/StarIcon.java,com.pump.icon.StarIcon,StarIcon,11030,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,1,5,0.0,false,29,0,4.8201298295218794E-4,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/desktop/doc/NewDocumentAction.java,src/main/java/com/pump/desktop/doc/NewDocumentAction.java,com.pump.desktop.doc.NewDocumentAction,NewDocumentAction,2843,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,1,1,0.0,false,94,0,6.581666437771565E-4,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/LineNumberRenderer.java,src/main/java/com/pump/swing/LineNumberRenderer.java,com.pump.swing.LineNumberRenderer,LineNumberRenderer,8987,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,26,0,4.082263867402074E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/desktop/EventDispatchThreadProfilerListener.java,src/main/java/com/pump/desktop/EventDispatchThreadProfilerListener.java,com.pump.desktop.EventDispatchThreadProfilerListener,EventDispatchThreadProfilerListener,6942,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,3,0.0,false,137,0,3.8321862471763803E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/awt/BrushStroke.java,src/main/java/com/pump/awt/BrushStroke.java,com.pump.awt.BrushStroke,BrushStroke,4897,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,73,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/icon/ArrowIcon.java,src/main/java/com/pump/icon/ArrowIcon.java,com.pump.icon.ArrowIcon,ArrowIcon,11042,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,0,0.0,false,75,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/text/UnderlineHighlightPainter.java,src/main/java/com/pump/text/UnderlineHighlightPainter.java,com.pump.text.UnderlineHighlightPainter,UnderlineHighlightPainter,803,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,2,9,0.0,false,112,0,5.481970222474203E-4,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/desktop/doc/SaveDocumentAction.java,src/main/java/com/pump/desktop/doc/SaveDocumentAction.java,com.pump.desktop.doc.SaveDocumentAction,SaveDocumentAction,2851,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,281,0,7.028110755046123E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/thread/ThreadProfiler.java,src/main/java/com/pump/thread/ThreadProfiler.java,com.pump.thread.ThreadProfiler,ThreadProfiler,6948,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,163,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/ContainerProperties.java,src/main/java/com/pump/swing/ContainerProperties.java,com.pump.swing.ContainerProperties,ContainerProperties,8997,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,156,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/text/WildcardPatternTest.java,src/test/java/com/pump/text/WildcardPatternTest.java,com.pump.text.WildcardPatternTest,WildcardPatternTest,812,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,INTERFACE,0,0,0.0,false,88,0,3.557238228116862E-4,0,INTERFACE,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/thread/EventDispatchThreadMonitor.java,src/main/java/com/pump/thread/EventDispatchThreadMonitor.java,com.pump.thread.EventDispatchThreadMonitor$Listener,Listener,6956,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,3,0.0,false,197,0,5.447505859151052E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/TextHighlightSheet.java,src/main/java/com/pump/swing/TextHighlightSheet.java,com.pump.swing.TextHighlightSheet,TextHighlightSheet,9007,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,123,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/awt/ShapeTracerTest.java,src/test/java/com/pump/awt/ShapeTracerTest.java,com.pump.awt.ShapeTracerTest,ShapeTracerTest,4915,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,9,0,5.618980419139037E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/icon/WindowsSwitchButtonIcon.java,src/main/java/com/pump/icon/WindowsSwitchButtonIcon.java,com.pump.icon.WindowsSwitchButtonIcon,WindowsSwitchButtonIcon,11059,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,8,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/text/AbbreviationTest.java,src/test/java/com/pump/text/AbbreviationTest.java,com.pump.text.AbbreviationTest,AbbreviationTest,822,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,5,0.0,false,70,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/data/converter/ConverterUtilsTest.java,src/test/java/com/pump/data/converter/ConverterUtilsTest.java,com.pump.data.converter.ConverterUtilsTest,ConverterUtilsTest,13110,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,3,10,0.0,false,60,0,0.0024178277923379574,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/graphics/vector/FilteredGraphics2D.java,src/main/java/com/pump/graphics/vector/FilteredGraphics2D.java,com.pump.graphics.vector.FilteredGraphics2D,FilteredGraphics2D,9015,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,7,6,0.0,false,472,0,0.0011912096649202356,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/QDialog.java,src/main/java/com/pump/swing/QDialog.java,com.pump.swing.QDialog,QDialog,2874,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,33,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/desktop/PositionedFrame.java,src/main/java/com/pump/desktop/PositionedFrame.java,com.pump.desktop.PositionedFrame,PositionedFrame,6972,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,52,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/icon/GearIcon.java,src/main/java/com/pump/icon/GearIcon.java,com.pump.icon.GearIcon,GearIcon,11071,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,2,0.0,false,46,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/text/TextBoxHighlightPainter.java,src/main/java/com/pump/text/TextBoxHighlightPainter.java,com.pump.text.TextBoxHighlightPainter,TextBoxHighlightPainter,832,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,1,0.0,false,60,0,7.589809174323134E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/awt/GradientStopHelper.java,src/main/java/com/pump/awt/GradientStopHelper.java,com.pump.awt.GradientStopHelper,GradientStopHelper,4928,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,2,0.0,false,12,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/FileLabelList.java,src/main/java/com/pump/swing/FileLabelList.java,com.pump.swing.FileLabelList,FileLabelList,9026,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,14,3,0.0,false,426,0,0.002239766225802904,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/DialogFooter.java,src/main/java/com/pump/swing/DialogFooter.java,com.pump.swing.DialogFooter,DialogFooter,2884,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,3,0,0.0,false,73,0,0.00188896674660518,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/awt/HSLColor.java,src/main/java/com/pump/awt/HSLColor.java,com.pump.awt.HSLColor,HSLColor,838,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,2,5,0.0,false,157,0,5.82555938535789E-4,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/FileList.java,src/main/java/com/pump/swing/FileList.java,com.pump.swing.FileList,FileList,9032,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,6,1,0.0,false,31,0,0.003964689671758467,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/JThrobber.java,src/main/java/com/pump/swing/JThrobber.java,com.pump.swing.JThrobber,JThrobber,6986,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,347,0,0.0023214648330290746,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/intersect/BinarySearchIntersectionIdentifier.java,src/main/java/com/pump/geom/intersect/BinarySearchIntersectionIdentifier.java,com.pump.geom.intersect.BinarySearchIntersectionIdentifier,BinarySearchIntersectionIdentifier,13130,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,22,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/icon/MinusIcon.java,src/main/java/com/pump/icon/MinusIcon.java,com.pump.icon.MinusIcon,MinusIcon,11084,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,13,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/awt/EmptyPaintable.java,src/main/java/com/pump/awt/EmptyPaintable.java,com.pump.awt.EmptyPaintable,EmptyPaintable,4941,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,4,0.0,false,224,0,5.069452332944214E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/awt/TextBlock.java,src/main/java/com/pump/awt/TextBlock.java,com.pump.awt.TextBlock,TextBlock,846,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,3,1,0.0,false,52,0,9.293974399966981E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/BasicCancellable.java,src/main/java/com/pump/swing/BasicCancellable.java,com.pump.swing.BasicCancellable,BasicCancellable,2895,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,1,1,0.0,false,382,0,0.0023214648330290746,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/geom/intersect/IntersectionIdentifier.java,src/main/java/com/pump/geom/intersect/IntersectionIdentifier.java,com.pump.geom.intersect.IntersectionIdentifier,IntersectionIdentifier,13136,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,54,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/desktop/ConsoleFrame.java,src/main/java/com/pump/desktop/ConsoleFrame.java,com.pump.desktop.ConsoleFrame,ConsoleFrame,6998,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,4,0.0,false,69,0,5.630419505773766E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/icon/GlyphIcon.java,src/main/java/com/pump/icon/GlyphIcon.java,com.pump.icon.GlyphIcon,GlyphIcon,9048,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,2,0.0,false,86,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/awt/TextBoxPaintable.java,src/main/java/com/pump/awt/TextBoxPaintable.java,com.pump.awt.TextBoxPaintable,TextBoxPaintable,4953,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,5,4,0.0,false,113,0,0.0011796864672114244,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/ContextualMenuHelper.java,src/main/java/com/pump/swing/ContextualMenuHelper.java,com.pump.swing.ContextualMenuHelper,ContextualMenuHelper,7004,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,2,1,0.0,false,1,0,0.0011764866423546667,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/gif/block/GifGraphicRenderingBlock.java,src/main/java/com/pump/image/gif/block/GifGraphicRenderingBlock.java,com.pump.image.gif.block.GifGraphicRenderingBlock,GifGraphicRenderingBlock,13156,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,40,0,7.94096435327915E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/ImageBounds.java,src/main/java/com/pump/image/ImageBounds.java,com.pump.image.ImageBounds,ImageBounds,4966,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,0,0.0,false,69,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/MockComponent.java,src/main/java/com/pump/swing/MockComponent.java,com.pump.swing.MockComponent,MockComponent,9062,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,2,0.0,false,148,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/data/ScramblerTest.java,src/test/java/com/pump/data/ScramblerTest.java,com.pump.data.ScramblerTest,ScramblerTest,872,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,3,0.0,false,27,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/desktop/ExitControl.java,src/main/java/com/pump/desktop/ExitControl.java,com.pump.desktop.ExitControl,ExitControl,7018,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,7,0.0,false,115,0,5.193914050792448E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/gif/BasicGifEncoder.java,src/main/java/com/pump/image/gif/BasicGifEncoder.java,com.pump.image.gif.BasicGifEncoder,BasicGifEncoder,11114,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,50,0,4.847253429227438E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/pixel/quantize/MedianCutColorQuantization.java,src/main/java/com/pump/image/pixel/quantize/MedianCutColorQuantization.java,com.pump.image.pixel.quantize.MedianCutColorQuantization,MedianCutColorQuantization,2925,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,INTERFACE,2,0,0.0,false,74,0,6.077595069495783E-4,0,INTERFACE,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/TestingStrings.java,src/test/java/com/pump/TestingStrings.java,com.pump.TestingStrings,TestingStrings,878,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,INTERFACE,0,0,0.0,false,4,0,3.557238228116862E-4,0,INTERFACE,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/NavigationListener.java,src/main/java/com/pump/swing/NavigationListener.java,com.pump.swing.NavigationListener,NavigationListener,9071,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,4,0,0.0,false,9,0,6.722414889303986E-4,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/gif/GifEncoder.java,src/main/java/com/pump/image/gif/GifEncoder.java,com.pump.image.gif.GifEncoder,GifEncoder,11120,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,2,0.0,false,69,0,0.0011633681093202563,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/gif/block/GifApplicationExtension.java,src/main/java/com/pump/image/gif/block/GifApplicationExtension.java,com.pump.image.gif.block.GifApplicationExtension,GifApplicationExtension,13169,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,47,0,3.557238228116862E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/test/java/com/pump/awt/GradientStopHelperTest.java,src/test/java/com/pump/awt/GradientStopHelperTest.java,com.pump.awt.GradientStopHelperTest,GradientStopHelperTest,4978,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,2,1,0.0,false,3,0,6.907922554426674E-4,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/pixel/quantize/ColorQuantization.java,src/main/java/com/pump/image/pixel/quantize/ColorQuantization.java,com.pump.image.pixel.quantize.ColorQuantization,ColorQuantization,2931,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,2,3,0.0,false,243,0,8.093880542598918E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/data/Scrambler.java,src/main/java/com/pump/data/Scrambler.java,com.pump.data.Scrambler,Scrambler,886,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,7,2,0.0,false,246,0,0.0013603739964352906,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/swing/MultiThumbSlider.java,src/main/java/com/pump/swing/MultiThumbSlider.java,com.pump.swing.MultiThumbSlider,MultiThumbSlider,9080,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,4,1,0.0,false,60,0,5.444533053838147E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/gif/block/GifGraphicControlExtension.java,src/main/java/com/pump/image/gif/block/GifGraphicControlExtension.java,com.pump.image.gif.block.GifGraphicControlExtension,GifGraphicControlExtension,11129,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,3,4,0.0,false,46,0,5.143408493545507E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/desktop/error/ErrorManager.java,src/main/java/com/pump/desktop/error/ErrorManager.java,com.pump.desktop.error.ErrorManager,ErrorManager,7034,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,5,3,0.0,false,248,0,0.0013775942575067438,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/pixel/quantize/ColorSet.java,src/main/java/com/pump/image/pixel/quantize/ColorSet.java,com.pump.image.pixel.quantize.ColorSet,ColorSet,2939,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,CONCRETE_CLASS,1,4,0.0,false,69,0,3.8321862471763803E-4,0,CONCRETE_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/awt/CharcoalStroke.java,src/main/java/com/pump/awt/CharcoalStroke.java,com.pump.awt.CharcoalStroke,CharcoalStroke,4988,unit
pumpernickel,aa275b4336dbcca60ec26960d59ff0875bddce05,1,2023-07-12T05:12:04.000,0.0,false,ABSTRACT_CLASS,3,1,0.0,false,1,0,0.0016711440189399083,0,ABSTRACT_CLASS,/component-annotator/data/repository/pumpernickel/src/main/java/com/pump/image/gif/block/GifExtensionBlock.java,src/main/java/com/pump/image/gif/block/GifExtensionBlock.java,com.pump.image.gif.block.GifExtensionBlock,GifExtensionBlock,13182,unit
